current_company,target_company,years_of_experience,current_salary,expected_salary,gender,location,current_role,sector,education,certifications,skills,current_company_tier,target_company_tier
deloitte,hcl,10.0,1368198,1657353,Male,Bangalore,Business Analyst,IT,PhD,AWS Cloud Practitioner,FastAPI,2,3
meta,hexaware,13.3,2564550,3636271,Male,Hyderabad,AI Researcher,IT,PhD,Salesforce Certified Platform Developer,Data Science,1,4
microsoft,infosys,12.1,2397528,3813913,Male,Chennai,Software Developer,IT,Bachelor,Cisco Certified Internetwork Expert (CCIE),Edge Computing,1,3
cts,meta,3.8,1342385,1880317,Male,Chennai,Data Engineer,IT,PhD,CompTIA Cloud+,Terraform,3,1
happiest-minds,zensar,11.3,2896371,4345896,Male,Hyderabad,Full Stack Developer,IT,Master,CompTIA CySA+,Kubernetes,5,4
accenture,ibm,4.4,857436,1257185,Male,Delhi,Infrastructure Engineer,IT,Master,AWS Certified DevOps Engineer - Professional,Microsoft Azure,2,2
virtusa,tcs,4.7,1815071,2364099,Male,Bangalore,Technical Lead,IT,PhD,Google Cloud Associate Cloud Engineer,Load Testing,4,3
netflix,deloitte,1.8,1953067,2449120,Female,Hyderabad,Solution Architect,IT,PhD,Microsoft Certified: Azure Data Engineer Associate,Load Testing,1,2
adobe,linkedin,3.2,971809,1350909,Male,Gurgaon,Cybersecurity Specialist,IT,Bachelor,Cisco Certified Network Associate (CCNA),Load Testing,1,1
happiest-minds,wipro,12.0,1074191,1672086,Male,Mumbai,Machine Learning Engineer,IT,Master,Microsoft Certified: Azure Data Scientist Associate,Single Sign-On,5,3
microsoft,accenture,4.0,2242556,3342349,Male,Hyderabad,Machine Learning Engineer,IT,Master,ITIL Expert,Cloud Security,1,2
valuelabs,happiest-minds,13.1,2624662,3251288,Male,Pune,Solution Architect,IT,Master,Salesforce Certified Administrator,Docker,5,5
cts,virtusa,4.7,1985430,2573071,Male,Bangalore,Business Analyst,IT,PhD,SAFe Agilist Certification,GraphQL,3,4
infosys,google,9.5,1019803,1300020,Female,Gurgaon,Software Developer,IT,PhD,Certified Cloud Security Professional (CCSP),Power BI,3,1
salesforce,coforge,5.6,2877204,3600085,Male,Chennai,Tech Lead,IT,Master,ITIL Foundation,MLOps,1,5
valuelabs,deloitte,2.7,1105139,1555026,Female,Bangalore,Infrastructure Engineer,IT,PhD,ITIL Foundation,Git,5,2
zensar,infosys,1.5,1417327,2189635,Male,Kolkata,Performance Engineer,IT,PhD,Certified Cloud Security Professional (CCSP),AWS,4,3
amazon,coforge,1.1,2554169,3305217,Male,Delhi,Scrum Master,IT,Bachelor,Certified Information Security Manager (CISM),Smart Contracts,1,5
netflix,virtusa,7.6,2143961,2854172,Female,Gurgaon,UX/UI Designer,IT,PhD,Certified Information Security Manager (CISM),Lambda Functions,1,4
virtusa,ibm,3.8,1429281,1770977,Male,Chennai,Infrastructure Engineer,IT,Bachelor,AWS Certified Solutions Architect - Professional,NoSQL,4,2
microsoft,apple,6.2,1972429,2973356,Male,Bangalore,Business Intelligence Analyst,IT,PhD,AWS Certified DevOps Engineer - Professional,Artificial Intelligence,1,1
wipro,sap,12.3,3201926,4970003,Female,Gurgaon,Site Reliability Engineer,IT,Master,AWS Certified SysOps Administrator - Associate,Scrum,3,2
hcl,sap,10.2,964324,1532329,Male,Bangalore,Data Analyst,IT,Master,Project Management Professional (PMP),Network Security,3,2
adobe,happiest-minds,5.9,2581181,3938540,Male,Gurgaon,Project Manager,IT,Master,Professional Scrum Master (PSM),Identity Management,1,5
tcs,coforge,5.4,1232086,1908881,Male,Gurgaon,UX/UI Designer,IT,PhD,Certified Kubernetes Security Specialist (CKS),Google Cloud Platform,3,5
apple,ibm,4.7,1768287,2354533,Male,Bangalore,System Administrator,IT,Bachelor,Certified Information Systems Security Professional (CISSP),Java,1,2
coforge,uber,7.8,1969921,3016316,Male,Noida,Quality Assurance Lead,IT,Bachelor,Microsoft Certified: Azure DevOps Engineer Expert,Tableau,5,1
valuelabs,google,5.6,2519583,3521878,Male,Mumbai,Platform Engineer,IT,PhD,AWS Certified Data Analytics - Specialty,JavaScript,5,1
virtusa,happiest-minds,12.0,2938709,4046207,Female,Chennai,Scrum Master,IT,Master,Cisco Certified Network Associate (CCNA),Unit Testing,4,5
meta,tcs,12.3,1916772,2956727,Male,Gurgaon,System Administrator,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,FastAPI,1,3
hcl,uber,2.5,2597898,3450442,Male,Pune,Solution Architect,IT,PhD,AWS Cloud Practitioner,Network Security,3,1
meta,coforge,9.2,2245203,3571222,Male,Chennai,Cloud Architect,IT,PhD,Certified Kubernetes Security Specialist (CKS),Microsoft Azure,1,5
adobe,microsoft,9.6,2015849,2551193,Other,Gurgaon,Senior Developer,IT,PhD,Google Cloud Professional Cloud Architect,Load Testing,1,1
cts,coforge,1.6,2272507,2847259,Male,Mumbai,Tech Lead,IT,Bachelor,AWS Certified Security - Specialty,Computer Vision,3,5
tcs,oracle,10.9,3150098,4869190,Female,Chennai,Scrum Master,IT,PhD,Certified Kubernetes Security Specialist (CKS),MySQL,3,2
oracle,meta,5.0,2748882,4156222,Male,Gurgaon,Machine Learning Engineer,IT,Master,CompTIA A+,GraphQL,2,1
deloitte,zensar,6.3,2814624,4425149,Male,Chennai,Scrum Master,IT,PhD,Certificate of Cloud Security Knowledge (CCSK),Smart Contracts,2,4
happiest-minds,virtusa,2.0,1640855,2504292,Male,Mumbai,Site Reliability Engineer,IT,Master,AWS Certified DevOps Engineer - Professional,Java,5,4
tcs,happiest-minds,7.2,2165045,3354997,Female,Kolkata,Data Scientist,IT,PhD,ITIL Foundation,Docker,3,5
oracle,tcs,7.8,1660140,2089518,Male,Mumbai,Cloud Architect,IT,Master,Microsoft Certified: Azure Data Scientist Associate,PostgreSQL,2,3
apple,hcl,1.3,2575237,3291671,Female,Noida,Full Stack Developer,IT,PhD,Oracle MySQL Database Administration,Machine Learning,1,3
cts,microsoft,7.7,1798565,2875601,Male,Chennai,Blockchain Developer,IT,PhD,Google Cloud Professional Cloud Architect,GitLab CI,3,1
ibm,cts,11.3,2416385,3197027,Male,Delhi,Technical Lead,IT,Bachelor,None,Information Security,2,3
deloitte,salesforce,14.8,2777400,4393989,Male,Bangalore,Data Scientist,IT,Bachelor,SAFe Agilist Certification,Edge Computing,2,1
google,valuelabs,3.0,1259836,1830221,Male,Mumbai,Project Manager,IT,Master,Certified Kubernetes Administrator (CKA),Scrum,1,5
netflix,valuelabs,13.4,3102777,4626608,Female,Noida,UX/UI Designer,IT,Bachelor,Cisco Certified Network Associate (CCNA),Hadoop,1,5
cts,zensar,6.3,1358210,1778133,Male,Pune,Cloud Engineer,IT,PhD,ITIL Foundation,Microsoft Azure,3,4
oracle,google,7.0,1610148,2421020,Female,Bangalore,Full Stack Developer,IT,Master,Microsoft Certified: Azure Security Engineer Associate,Cryptocurrency,2,1
coforge,cts,3.1,2379357,3345508,Male,Hyderabad,Infrastructure Engineer,IT,Bachelor,Red Hat Certified Engineer (RHCE),Jenkins,5,3
tcs,apple,13.4,1823757,2652423,Female,Pune,Tech Lead,IT,Master,TensorFlow Developer Certificate,Django,3,1
meta,zensar,7.2,3085264,4654030,Other,Hyderabad,Business Analyst,IT,Master,CompTIA CySA+,Identity Management,1,4
zensar,wipro,13.7,1608899,2148220,Female,Pune,Business Intelligence Analyst,IT,PhD,TensorFlow Developer Certificate,Power BI,4,3
ibm,deloitte,1.4,623499,967102,Male,Chennai,System Administrator,IT,Master,Cisco Certified Network Professional (CCNP),PostgreSQL,2,2
netflix,accenture,10.9,1256654,1711200,Male,Delhi,Data Engineer,IT,PhD,Oracle MySQL Database Administration,Identity Management,1,2
netflix,microsoft,11.2,1427083,1986730,Female,Hyderabad,Release Manager,IT,Master,Microsoft Certified: Azure Solutions Architect Expert,Message Queues,1,1
oracle,infosys,9.2,3133032,4387894,Male,Chennai,Security Engineer,IT,Master,TensorFlow Developer Certificate,GraphQL,2,3
deloitte,meta,2.2,2296528,3114259,Male,Noida,Platform Engineer,IT,Bachelor,CompTIA A+,Information Security,2,1
sap,hcl,6.0,1640804,2063952,Female,Hyderabad,Cybersecurity Specialist,IT,Bachelor,None,Power BI,2,3
happiest-minds,linkedin,7.5,2507616,3698439,Female,Hyderabad,Technical Lead,IT,Master,Microsoft Certified: Azure Data Engineer Associate,SQL,5,1
hcl,coforge,2.1,2528991,3367107,Female,Bangalore,Cybersecurity Specialist,IT,Master,AWS Certified Developer - Associate,Full Stack Development,3,5
adobe,infosys,9.6,2900169,3482676,Male,Bangalore,Infrastructure Engineer,IT,Master,CompTIA Network+,Single Sign-On,1,3
meta,netflix,4.1,2442299,3427944,Male,Chennai,Platform Engineer,IT,Bachelor,Google Cloud Professional Security Engineer,OAuth,1,1
oracle,google,8.1,2095582,2763204,Male,Noida,Senior Developer,IT,PhD,ITIL Expert,Java,2,1
netflix,meta,12.7,1032923,1450188,Male,Hyderabad,Quality Assurance Lead,IT,PhD,CompTIA Network+,Blockchain,1,1
hcl,salesforce,14.1,1505981,2404565,Male,Mumbai,Quality Assurance Lead,IT,Master,CompTIA Network+,Penetration Testing,3,1
hcl,happiest-minds,5.3,1760848,2345377,Female,Bangalore,Database Administrator,IT,Master,CompTIA Security+,Flask,3,5
infosys,coforge,9.0,944978,1202452,Male,Hyderabad,Scrum Master,IT,Bachelor,Certified Information Security Manager (CISM),Terraform,3,5
sap,netflix,14.8,2037741,3034316,Male,Pune,Cloud Architect,IT,PhD,AWS Certified Solutions Architect - Associate,MongoDB,2,1
happiest-minds,meta,12.4,1775071,2379712,Male,Delhi,System Administrator,IT,Bachelor,Microsoft Certified: Azure Data Engineer Associate,Load Testing,5,1
uber,oracle,10.5,1070454,1607435,Male,Pune,Technical Lead,IT,Master,AWS Certified Security - Specialty,SAML,1,2
hexaware,amazon,5.2,2937689,4254353,Male,Pune,Product Manager,IT,Master,Certified Kubernetes Application Developer (CKAD),Machine Learning,4,1
amazon,zensar,13.7,1209930,1832151,Male,Bangalore,Business Analyst,IT,Master,None,Data Engineering,1,4
wipro,sap,9.6,1258493,1637018,Male,Pune,QA Engineer,IT,Master,Certified Kubernetes Security Specialist (CKS),Java,3,2
zensar,virtusa,1.3,1502246,2337062,Other,Pune,Release Manager,IT,PhD,Microsoft Certified: Azure Solutions Architect Expert,Deep Learning,4,4
valuelabs,accenture,14.0,1354659,1862667,Female,Pune,Machine Learning Engineer,IT,Master,Microsoft Certified: Azure Data Scientist Associate,OAuth,5,2
infosys,coforge,3.5,3120441,3825468,Male,Hyderabad,Infrastructure Engineer,IT,Bachelor,AWS Certified SysOps Administrator - Associate,Terraform,3,5
microsoft,tcs,11.7,1015593,1286878,Male,Chennai,System Administrator,IT,PhD,AWS Certified Security - Specialty,SQL,1,3
microsoft,uber,8.0,1299733,2004463,Male,Kolkata,Cybersecurity Specialist,IT,PhD,CompTIA Security+,Cloud Security,1,1
amazon,infosys,10.5,1970410,2823632,Male,Chennai,Database Administrator,IT,PhD,AWS Certified Developer - Associate,Event-Driven Architecture,1,3
coforge,adobe,2.4,2506070,3400467,Male,Pune,System Administrator,IT,Master,Cisco Certified Network Associate (CCNA),Redis,5,1
accenture,netflix,12.1,2003568,2752019,Male,Pune,System Administrator,IT,Bachelor,ITIL Foundation,Computer Vision,2,1
meta,happiest-minds,9.8,2553039,3985608,Male,Kolkata,Network Engineer,IT,Master,Microsoft Certified: Azure Data Scientist Associate,Google Cloud Platform,1,5
adobe,hcl,7.4,743565,1130963,Male,Gurgaon,Performance Engineer,IT,PhD,CompTIA Network+,Event-Driven Architecture,1,3
virtusa,zensar,1.8,2670793,4169795,Male,Mumbai,Cloud Engineer,IT,Bachelor,CompTIA Network+,Git,4,4
deloitte,virtusa,9.3,1010775,1283119,Male,Pune,Cybersecurity Specialist,IT,Bachelor,SAFe Agilist Certification,AWS,2,4
oracle,uber,5.4,1683728,2488382,Male,Bangalore,Project Manager,IT,PhD,Microsoft Certified: Azure Data Scientist Associate,Angular,2,1
uber,zensar,5.5,1604752,2476975,Female,Delhi,Performance Engineer,IT,Bachelor,Certified Kubernetes Security Specialist (CKS),OAuth,1,4
ibm,adobe,7.9,1259086,1869447,Female,Bangalore,Infrastructure Engineer,IT,Bachelor,CompTIA Security+,Cybersecurity,2,1
amazon,microsoft,10.2,1318605,1621027,Male,Pune,Full Stack Developer,IT,PhD,Certified Kubernetes Administrator (CKA),Penetration Testing,1,1
virtusa,ibm,13.0,1088887,1493157,Other,Noida,Product Manager,IT,Master,Certified Kubernetes Administrator (CKA),SAML,4,2
wipro,sap,13.1,1323790,1952209,Female,Kolkata,DevOps Engineer,IT,Bachelor,Certified Information Systems Auditor (CISA),GraphQL,3,2
deloitte,hcl,10.1,3136877,4184545,Female,Chennai,Security Engineer,IT,Master,Certified Information Systems Auditor (CISA),Kanban,2,3
meta,amazon,6.0,813668,1209045,Male,Pune,Performance Engineer,IT,Bachelor,Certified Information Systems Auditor (CISA),Microsoft Azure,1,1
google,microsoft,14.1,3033524,4703788,Female,Chennai,Blockchain Developer,IT,Bachelor,AWS Certified Machine Learning - Specialty,Project Management,1,1
hcl,microsoft,12.9,3290284,3975025,Female,Delhi,Business Intelligence Analyst,IT,PhD,TensorFlow Developer Certificate,Spring Boot,3,1
virtusa,sap,12.1,3267333,4494564,Female,Kolkata,Security Engineer,IT,Master,AWS Certified Data Analytics - Specialty,PostgreSQL,4,2
google,zensar,12.4,1418851,2239407,Female,Gurgaon,Technical Lead,IT,Master,Red Hat Certified Engineer (RHCE),Flask,1,4
ibm,uber,3.3,821007,1168541,Female,Pune,Performance Engineer,IT,PhD,Certified Kubernetes Administrator (CKA),FastAPI,2,1
cts,microsoft,6.4,941585,1167256,Male,Hyderabad,QA Engineer,IT,Bachelor,TensorFlow Developer Certificate,Edge Computing,3,1
cts,microsoft,1.2,1398102,2129483,Female,Chennai,Site Reliability Engineer,IT,Bachelor,Certified Ethical Hacker (CEH),Network Security,3,1
zensar,microsoft,7.5,3205799,4890692,Male,Kolkata,Cloud Architect,IT,Master,Google Cloud Professional Cloud Architect,Database Management,4,1
google,deloitte,9.9,1600327,2181991,Male,Pune,Security Engineer,IT,Bachelor,Certified Information Security Manager (CISM),Smart Contracts,1,2
apple,accenture,13.8,1534895,2184478,Female,Hyderabad,Product Manager,IT,PhD,Microsoft Certified: Azure Administrator Associate,Vulnerability Assessment,1,2
wipro,amazon,4.1,2357531,3537895,Male,Delhi,QA Engineer,IT,PhD,Microsoft Certified: Azure Administrator Associate,Apache Kafka,3,1
accenture,adobe,12.0,1136969,1718136,Male,Hyderabad,Product Manager,IT,Bachelor,Microsoft Certified: Azure Fundamentals,Technical Writing,2,1
salesforce,microsoft,9.1,1917663,2426056,Male,Chennai,Business Intelligence Analyst,IT,Master,CompTIA Security+,Terraform,1,1
uber,cts,13.9,2841846,4109745,Female,Chennai,AI Researcher,IT,Bachelor,Microsoft Certified: Azure DevOps Engineer Expert,Data Science,1,3
sap,meta,9.2,2047924,2585704,Male,Pune,Cybersecurity Specialist,IT,PhD,AWS Certified SysOps Administrator - Associate,Python,2,1
valuelabs,happiest-minds,2.3,1120648,1361496,Female,Delhi,Platform Engineer,IT,PhD,CompTIA A+,Flask,5,5
virtusa,coforge,4.7,2922112,4103234,Female,Gurgaon,Site Reliability Engineer,IT,Bachelor,CompTIA Cloud+,JavaScript,4,5
uber,hexaware,7.0,2518920,3761673,Male,Pune,Release Manager,IT,PhD,Cisco Certified Network Associate (CCNA),Natural Language Processing,1,4
uber,infosys,10.9,1188101,1550429,Other,Hyderabad,Tech Lead,IT,PhD,AWS Certified DevOps Engineer - Professional,Jenkins,1,3
sap,netflix,8.8,896596,1297428,Male,Noida,Blockchain Developer,IT,PhD,AWS Certified Developer - Associate,Git,2,1
netflix,happiest-minds,12.3,2643164,3212347,Female,Mumbai,System Administrator,IT,Master,Docker Certified Associate (DCA),Information Security,1,5
salesforce,valuelabs,4.7,3106296,4397019,Male,Hyderabad,Scrum Master,IT,Bachelor,ITIL Foundation,TypeScript,1,5
coforge,linkedin,13.4,3382856,5097041,Female,Mumbai,UX/UI Designer,IT,Master,AWS Certified Developer - Associate,Docker,5,1
happiest-minds,wipro,14.2,3059560,3838961,Male,Delhi,AI Researcher,IT,PhD,AWS Certified Data Analytics - Specialty,Single Sign-On,5,3
virtusa,infosys,14.1,3205469,4498973,Male,Noida,Mobile App Developer,IT,Bachelor,CompTIA A+,Jenkins,4,3
amazon,sap,6.5,2746697,3629206,Female,Kolkata,Software Architect,IT,Master,Red Hat Certified Engineer (RHCE),Cryptocurrency,1,2
wipro,meta,3.3,1081285,1443280,Male,Hyderabad,Machine Learning Engineer,IT,PhD,CompTIA Cloud+,Technical Writing,3,1
meta,hcl,8.4,2670512,3479188,Female,Noida,System Administrator,IT,Bachelor,Cisco Certified Network Associate (CCNA),PostgreSQL,1,3
sap,salesforce,2.8,2068707,3247223,Male,Pune,Software Architect,IT,PhD,Certified Cloud Security Professional (CCSP),Code Review,2,1
valuelabs,zensar,3.6,1647175,2374811,Male,Chennai,Mobile App Developer,IT,PhD,Certified Data Professional (CDP),REST APIs,5,4
meta,valuelabs,11.4,1740881,2241230,Male,Mumbai,Solution Architect,IT,PhD,AWS Cloud Practitioner,Full Stack Development,1,5
zensar,deloitte,13.0,1963249,2520588,Male,Pune,Business Intelligence Analyst,IT,PhD,Certified Information Systems Security Professional (CISSP),Machine Learning,4,2
cts,netflix,12.7,2917608,4459658,Female,Kolkata,QA Engineer,IT,Bachelor,Microsoft Certified: Azure Solutions Architect Expert,DevOps,3,1
netflix,wipro,9.6,1871884,2341796,Male,Noida,DevOps Engineer,IT,PhD,Microsoft Certified: Azure Data Engineer Associate,API Gateway,1,3
cts,wipro,5.1,2968146,4383760,Male,Pune,Project Manager,IT,Master,Microsoft Certified: Azure Data Scientist Associate,Full Stack Development,3,3
ibm,valuelabs,3.7,1799445,2477876,Female,Pune,Security Engineer,IT,Bachelor,Microsoft Certified: Azure Data Scientist Associate,Angular,2,5
wipro,tcs,12.6,2519074,3158299,Male,Kolkata,Machine Learning Engineer,IT,PhD,Cisco Certified Network Associate (CCNA),Identity Management,3,3
meta,accenture,13.8,1806033,2216965,Male,Gurgaon,Network Engineer,IT,Bachelor,Certified Scrum Master (CSM),Vulnerability Assessment,1,2
linkedin,hexaware,11.0,2184032,2848332,Female,Bangalore,Solution Architect,IT,PhD,Certified Information Systems Auditor (CISA),GraphQL,1,4
cts,wipro,6.0,673623,895816,Female,Pune,Data Engineer,IT,PhD,Google Cloud Professional DevOps Engineer,Information Security,3,3
netflix,tcs,14.0,2085053,2664701,Male,Chennai,Product Manager,IT,PhD,AWS Certified Data Analytics - Specialty,MongoDB,1,3
virtusa,valuelabs,6.0,2852261,4081503,Male,Mumbai,Software Architect,IT,Bachelor,Certified Information Security Manager (CISM),Security Testing,4,5
happiest-minds,netflix,8.8,1163031,1854437,Male,Pune,Solution Architect,IT,PhD,AWS Certified Developer - Associate,MLOps,5,1
netflix,tcs,12.6,1278431,1714771,Female,Gurgaon,Cloud Engineer,IT,PhD,Oracle Database Administrator Certified Professional,AWS,1,3
oracle,sap,5.5,3051334,4562076,Male,Kolkata,System Administrator,IT,Bachelor,AWS Certified SysOps Administrator - Associate,MLOps,2,2
zensar,wipro,12.9,2294471,3035582,Male,Kolkata,Business Intelligence Analyst,IT,Master,AWS Certified DevOps Engineer - Professional,Vue.js,4,3
salesforce,deloitte,9.2,1125731,1418679,Female,Gurgaon,Full Stack Developer,IT,Bachelor,Red Hat Certified Engineer (RHCE),Performance Testing,1,2
amazon,sap,13.1,1817487,2591331,Male,Kolkata,Business Analyst,IT,Master,AWS Certified Solutions Architect - Professional,ElasticSearch,1,2
zensar,oracle,11.8,3083717,3755469,Female,Chennai,Platform Engineer,IT,Bachelor,Google Cloud Professional Machine Learning Engineer,Apache Kafka,4,2
infosys,zensar,6.8,2824184,3406221,Male,Pune,Network Engineer,IT,Master,Microsoft Certified: Azure Data Scientist Associate,Agile,3,4
zensar,deloitte,14.7,1329950,1639633,Male,Mumbai,Machine Learning Engineer,IT,Master,Certificate of Cloud Security Knowledge (CCSK),Cloud Security,4,2
uber,accenture,10.3,1247359,1850992,Female,Kolkata,DevOps Engineer,IT,Master,Salesforce Certified Administrator,Ansible,1,2
tcs,sap,10.8,973830,1326857,Female,Pune,Cloud Engineer,IT,PhD,AWS Certified Data Analytics - Specialty,SQL,3,2
adobe,hcl,12.6,1532907,2045027,Male,Gurgaon,UX/UI Designer,IT,Bachelor,Google Cloud Professional Cloud Architect,Integration Testing,1,3
sap,google,5.6,2075015,2576815,Female,Gurgaon,Tech Lead,IT,Bachelor,Cisco Certified Internetwork Expert (CCIE),Database Management,2,1
happiest-minds,ibm,11.1,3365535,4704896,Male,Chennai,Software Developer,IT,Master,AWS Certified SysOps Administrator - Associate,ElasticSearch,5,2
infosys,sap,13.0,1397894,1900280,Male,Gurgaon,Tech Lead,IT,Bachelor,AWS Certified Security - Specialty,Blockchain,3,2
linkedin,google,5.4,2395250,3773098,Female,Delhi,Product Manager,IT,Bachelor,Oracle MySQL Database Administration,MongoDB,1,1
infosys,deloitte,2.8,1655815,2065553,Female,Hyderabad,Project Manager,IT,PhD,Oracle Database Administrator Certified Professional,Git,3,2
zensar,meta,8.9,1877921,2862509,Male,Delhi,DevOps Engineer,IT,PhD,Certified Information Security Manager (CISM),Unit Testing,4,1
happiest-minds,uber,7.4,869367,1226894,Male,Chennai,Technical Lead,IT,Master,AWS Certified SysOps Administrator - Associate,Terraform,5,1
sap,valuelabs,2.4,921710,1322018,Male,Bangalore,Database Administrator,IT,Bachelor,VMware Certified Professional (VCP),Performance Testing,2,5
microsoft,cts,3.7,1226802,1689522,Male,Delhi,Business Intelligence Analyst,IT,PhD,Red Hat Certified Engineer (RHCE),Cybersecurity,1,3
deloitte,uber,13.0,3126096,4281103,Female,Noida,UX/UI Designer,IT,Master,Microsoft Certified: Azure Fundamentals,Cloud Security,2,1
linkedin,cts,5.2,1330001,1637884,Male,Mumbai,Site Reliability Engineer,IT,Master,Professional Scrum Master (PSM),Cloud Computing,1,3
netflix,tcs,13.5,1640315,2197813,Male,Kolkata,Infrastructure Engineer,IT,Master,Microsoft Certified: Azure Fundamentals,Integration Testing,1,3
hexaware,google,4.1,597260,895980,Female,Pune,Performance Engineer,IT,Bachelor,Oracle Database Administrator Certified Professional,Performance Testing,4,1
cts,sap,6.2,1841021,2478999,Male,Delhi,AI Researcher,IT,Master,AWS Certified Developer - Associate,IoT,3,2
microsoft,coforge,3.8,1297411,1736907,Male,Pune,Project Manager,IT,Bachelor,Certified Data Professional (CDP),TypeScript,1,5
coforge,zensar,3.9,2310515,3352047,Male,Bangalore,Machine Learning Engineer,IT,Bachelor,TensorFlow Developer Certificate,Machine Learning,5,4
valuelabs,deloitte,2.2,1414695,2082977,Male,Pune,Machine Learning Engineer,IT,PhD,Certified Information Systems Auditor (CISA),GraphQL,5,2
happiest-minds,hcl,14.2,3223680,4293861,Male,Mumbai,Security Engineer,IT,PhD,Microsoft Certified: Azure Data Scientist Associate,Information Security,5,3
amazon,infosys,8.2,1692134,2533683,Male,Gurgaon,Business Analyst,IT,PhD,Professional Scrum Master (PSM),Message Queues,1,3
google,amazon,6.0,2069717,2946810,Male,Mumbai,Data Engineer,IT,PhD,AWS Certified Data Analytics - Specialty,MLOps,1,1
tcs,microsoft,5.4,1479369,2243694,Male,Delhi,Business Intelligence Analyst,IT,PhD,AWS Cloud Practitioner,Machine Learning,3,1
valuelabs,happiest-minds,10.6,2557189,3328756,Male,Gurgaon,Data Engineer,IT,Bachelor,CompTIA Network+,Cloud Computing,5,5
infosys,netflix,11.5,1173445,1788679,Male,Delhi,Site Reliability Engineer,IT,Master,Salesforce Certified Platform Developer,GraphQL,3,1
infosys,uber,8.2,2868396,3967951,Male,Pune,Scrum Master,IT,Bachelor,Red Hat Certified Engineer (RHCE),Cloud Computing,3,1
virtusa,apple,13.6,2183963,2828446,Female,Pune,Project Manager,IT,PhD,Microsoft Certified: Azure Security Engineer Associate,Hadoop,4,1
ibm,tcs,9.2,992461,1389357,Male,Mumbai,System Administrator,IT,PhD,Certified Ethical Hacker (CEH),Natural Language Processing,2,3
valuelabs,oracle,10.5,2579960,3741504,Female,Pune,Infrastructure Engineer,IT,PhD,Certified Kubernetes Application Developer (CKAD),Artificial Intelligence,5,2
wipro,coforge,13.1,2067807,2641497,Female,Mumbai,Quality Assurance Lead,IT,Master,Microsoft Certified: Azure DevOps Engineer Expert,Information Security,3,5
deloitte,uber,2.5,688302,931210,Male,Bangalore,Scrum Master,IT,Bachelor,Microsoft Certified: Azure Data Scientist Associate,Apache Kafka,2,1
valuelabs,google,2.4,2041101,2458520,Female,Mumbai,Cybersecurity Specialist,IT,Bachelor,AWS Certified Solutions Architect - Professional,ElasticSearch,5,1
oracle,happiest-minds,12.3,2704922,4321150,Male,Gurgaon,Database Administrator,IT,Bachelor,Microsoft Certified: Azure AI Engineer Associate,MySQL,2,5
hcl,virtusa,2.4,1911095,2950537,Male,Kolkata,Full Stack Developer,IT,PhD,Microsoft Certified: Azure Data Scientist Associate,SAML,3,4
netflix,coforge,14.2,1207767,1580149,Male,Chennai,Technical Lead,IT,Master,Certified Data Professional (CDP),MongoDB,1,5
oracle,happiest-minds,9.9,1381419,2203887,Male,Gurgaon,Security Engineer,IT,Bachelor,AWS Cloud Practitioner,Apache Kafka,2,5
infosys,netflix,10.9,2884258,3915668,Female,Pune,QA Engineer,IT,PhD,Certified Kubernetes Security Specialist (CKS),Big Data,3,1
netflix,deloitte,9.9,2196534,3222473,Female,Mumbai,DevOps Engineer,IT,PhD,Oracle MySQL Database Administration,Serverless Architecture,1,2
apple,valuelabs,12.1,934119,1271429,Female,Delhi,Cloud Engineer,IT,Master,ITIL Foundation,Apache Spark,1,5
zensar,amazon,7.6,1767321,2525556,Female,Pune,Solution Architect,IT,Bachelor,Certified Information Systems Auditor (CISA),Lambda Functions,4,1
amazon,valuelabs,6.3,3280864,4094228,Male,Mumbai,Software Architect,IT,PhD,Microsoft Certified: Azure Data Scientist Associate,JavaScript,1,5
infosys,meta,5.0,1682215,2603940,Female,Hyderabad,Performance Engineer,IT,PhD,CompTIA Network+,Artificial Intelligence,3,1
tcs,linkedin,8.9,2369999,3322232,Female,Gurgaon,Cloud Architect,IT,Bachelor,Project Management Professional (PMP),Data Science,3,1
zensar,adobe,14.2,3127352,3967430,Other,Hyderabad,QA Engineer,IT,Master,Microsoft Certified: Azure Security Engineer Associate,Cybersecurity,4,1
google,hexaware,14.5,3186559,4845405,Male,Mumbai,Machine Learning Engineer,IT,Bachelor,Certified Scrum Master (CSM),Vue.js,1,4
ibm,salesforce,2.9,1601452,2099769,Female,Hyderabad,Tech Lead,IT,Bachelor,Red Hat Certified Engineer (RHCE),Identity Management,2,1
hexaware,microsoft,4.2,1709953,2253489,Female,Hyderabad,Scrum Master,IT,Master,AWS Cloud Practitioner,Code Review,4,1
ibm,linkedin,13.7,2622866,3349652,Male,Hyderabad,Quality Assurance Lead,IT,PhD,AWS Certified Solutions Architect - Associate,Big Data,2,1
hcl,salesforce,10.8,1615164,2106232,Male,Bangalore,Solution Architect,IT,Bachelor,CompTIA CySA+,Microsoft Azure,3,1
ibm,virtusa,5.6,1538242,2347865,Female,Gurgaon,Full Stack Developer,IT,Master,AWS Certified Security - Specialty,Code Review,2,4
deloitte,valuelabs,15.0,2554740,3289359,Male,Mumbai,System Administrator,IT,Master,AWS Cloud Practitioner,Cloud Computing,2,5
sap,deloitte,11.1,3256746,4502750,Male,Hyderabad,Software Developer,IT,PhD,Certified Kubernetes Application Developer (CKAD),Information Security,2,2
